"","x"
"276","THIS #winit <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"277","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"278","THIS tropical dress, please! <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"279","This tropical dress is gorgeous"
"280","THIS is my fav<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"281","THIS tropical dress 
Liked and shared <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"282","That to a christening I'm going to next week!"
"283","That dandelion please :)"
"284","That this would be great for my holiday"
"285","This liked and shared"
"286","THIS please"
"287","this please"
"288","THAT for me"
"289","Love this x"
"290","THAT is my choice please."
"291","THAT dandelion dress x"
"292","Love THAT"
"293","THAT IS SO ELEGANT LIKED SHARED"
"294","This :)"
"295","Love the tropical dress THIS. Perfect for summer <U+2764>"
"296","THIS tropical dress <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"297","THAT love the length <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"298","THIS Tropical dress is soooo cute"
"299","Wow, love THAT dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"300","That dandelion dress <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"301","THIS perfect summer holiday outfit x<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>x"
"302","This ;)"
"303","THIS please"
"304","Dandelion"
"305","That! Love it!"
"306","This....it's lovely xx"
"307","THAT a lovely shape and print <U+2764><U+FE0F>"
"308","This tropical dress!!"
"309","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"310","THIS!"
"311","THIS Tropical dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"312","Defo the tropical dress very cute for summer #WINIT"
"313","THAT <U+2764><U+FE0F>"
"314","THAT would look fabulous on my summer holiday"
"315","That <U+2764><U+FE0F>"
"316","Love them both but THIS to WIN IT xx"
"317","THIS tropical dress is lovely!"
"318","THIS tropical dress! Perfect for holiday season! <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"319","THIS tropical dress would be perfect!"
"320","That this is perfect for a summer party <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"321","This tropical dress please x"
"322","THIS
Love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"323","I like both but I'd choose ""THAT"""
"324","THAT dandelion dress x"
"325","THIS tropical dress looks gorg :)"
"326","This xx
Liked n shared 
Fabulous suit :)
Mary Turner"
"327","THAT,LIKED AND SHARED."
"328","THAT So stylish for work and play"
"329","THIS :D"
"330","That is incredible!"
"331","That more my length!"
"332","That!"
"333","That <U+2764><U+FE0F>"
"334","That please"
"335","THAT dandelion dress"
"336","That dandelion dress"
"337","THAT dandelion dress, it's a great length."
"338","THIS dress would be perfect for the summer <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"339","i like both but THAT just has the edge for me"
"340","I love that dandelion one!"
"341","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><U+263A>"
"342","<U+2661> That <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"343","THAT <3"
"344","That x"
"345","THIS fingers crossed"
"346","Definitely THIS. Wonderful design. <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"347","That dress definitely."
"348","THIS is perfect! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"349","THIS tropical dress <3"
"350","I love THIS tropical dress <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4> <U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"351","THAT lovely dress"
"352","Love THAT <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"353","Lovin this"
"354","That is my pick, much more wearable"
"355","This please :)"
"356","This <3
Thanks for the Chance xx"
"357","Love THIS, perfect for summer!"
"358","This tropical dress <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"359","THIS tropical dress is adorable please."
"360","Tropical dress <3 !! perfect for summer <3"
"361","THIS, gorgeous x"
"362","THAT fab dandelion dress would take u from day to night <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"363","That - dandelion dress would perfect summer work dress"
"364","that gets my vote thank you L&S x"
"365","THIS X"
"366","This please"
"367","THAT is beautiful def my fav of the two"
"368","THIS tropical dress x"
"369","This tropical <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"370","THIS tropical dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"371","That! So retro x"
"372","THIS!!!!!! Holiday feels!  <U+2600>"
"373","THIS #WINIT"
"374","I love THAT dandelion dress"
"375","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+009E> <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"376","This tropical dress!"
"377","Most definitely THIS it is so beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"378","this!! <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> x"
"379","THIS x"
"380","THIS tropical dress please <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"381","THIS!"
"382","THIS tropical dress x"
"383","Ooh I love the THIS tropical one!"
"384","THAT PLEASE"
"385","This would look great to take on my holiday."
"386","This please.
Liked and shared x"
"387","Green xxxx<U+2618><U+FE0F><U+2618><U+FE0F><U+2618><U+FE0F> yes please."
"388","That <U+2764><U+2764>"
"389","Tropical dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"390","That, love it x"
"391","THAT is beautiful"
"392","THIS so pretty!!"
"393","Tropical dress for me please"
"394","#THIS"
"395","That <U+2764><U+FE0F> dress"
"396","THAT is absolutely gorgeous!"
"397","THIS <U+2764> 
Fabuloussssssss for my holiday! 
#win 
<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2600><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2600><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2600><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2600><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2600>"
"398","THIS tropical dress :)"
"399","THIS tropical dress :)"
"400","This dress is so cool. Love it x"
"401","That !"
"402","THAT dandelion dress"
"403","That pls ;)"
"404","THIS is lovely! #WINIT"
"405","THIS would be lovely"
"406","Dandelion"
"407","THIS please"
"408","This please"
"409","THIS!"
"410","THIS is the one."
"411","That dandelion is my pick <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"412","THAT dandelion dress is perfect"
"413","Loving THIS tropical dress! Happily likes and shared x"
"414","THIS is my favourite."
"415","This tropical dress!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764>"
"416","This.."
"417","THAT is beautiful, love it <3 xx"
"418","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"419","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"420","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"421","THIS is gorge #WINIT <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>"
"422","I love that dandelion dress!<U+2661>"
"423","That dress please :)"
"424","Love that <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>, light and floaty <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"425","THAT dandelion dress is lovely"
"426","yes pls! I love this"
"427","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"428","This<U+2764><U+FE0F>"
"429","This <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"430","I love #THAT dandelion dress."
"431","This love it!"
"432","This!!! Tropical dress is lovely x"
"433","This! Although I do love both."
"434","THIS tropical! Lovely colours <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"435","This tropical dress"
"436","This."
"437","Both are beautiful...that"
"438","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"439","THAT   Lovely."
"440","THAT dandelion dress for a summer wedding x"
"441","This. x"
"442","This tropical dress <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"443","THIS!!!! <3"
"444","That dandelion dress - really pretty."
"445","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"446","THAT please"
"447","THAT for me x"
"448","THAT the longer length black one"
"449","ooh, hard one, That I think x"
"450","That please"
"451","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"452","THIS Tropical Dress is lovely - Very unique <3 x"
"453","#winit love THIS! Gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xx"
"454","Love the green tropical dress! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"455","This tropical #WINIT"
"456","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"457","Love that dandelion dress x"
"458","THAT
<U+2600><U+2600><U+2600><U+2600><ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"459","THIS tropical dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"460","THIS tropical dress is gorgeous! x"
"461","Omg love this x"
"462","This green is my favourite colour <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"463","Both! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"464","That dandelion dress<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"465","THIS <U+2764><U+FE0F>"
"466","THIS! <U+2665><U+FE0F>"
"467","THIS for definite!"
"468","THIS please it's lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"469","This.. would love to win!! <U+2764><U+FE0F>"
"470","This looks lovely x"
"471","Ooh, they're both lovely dresses!"
"472","I love THIS it's just my style"
"473","This is a lovely dress for holidays!"
"474","Would love to win THIS tropical dress!! So pretty!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"475","This lovely dress.."
"476","This dress! I love it <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"477","This!! Love.it <ed><U+00A0><U+00BC><ed><U+00BE><U+0080>"
"478","THAT :-)"
"479","i love that dandelion dress x"
"480","THIS fab giveaway"
"481","THAT dress - wow!"
"482","That!"
"483","This please..."
"484","That!!!"
"485","This love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"486","THIS :)"
"487","This tropical dress is lovely"
"488","That dandelion dress!"
"489","THIS tropical dress <3"
"490","Loving THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"491","This! Gorgeous!"
"492","This tropical dress"
"493","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"494","This 100%"
"495","That! I love the length and design! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"496","THIS  love the tropical print!"
"497","This is a lovely dress!"
"498","This please"
"499","THIS please !"
"500","That x"
"501","THIS dress please. Perfect for the summer. <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><U+2600><U+FE0F> x"
"502","This tropical dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"503","THAT dandelion dress!"
"504","THIS is so pretty <ed><U+00A0><U+00BD><ed><U+00B2><U+0097> yes please <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"505","That is beautiful x"
"506","THIS tropical dress"
"507","Oooh this please. Lovely"
"508","THIS #WINIT"
"509","THIS tropical dress <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"510","THIS dress such a gorgeous green colour <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>xx"
"511","That <U+2764><U+FE0F>!!"
"512","That please"
"513","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"514","I would love to win THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"515","THIS tropical dress <3"
"516","THIS!!"
"517","This tropical dress"
"518","That - lovely design."
"519","THAT!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"520","This, just perfect for a summer holiday<U+2764><U+2764>"
"521","That!! :)"
"522","Dandelion dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"523","THAT dandelion dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"524","THAT please"
"525","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"526","That!"
"527","THIS :D"
"528","THIS tropical dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"529","That x"
"530","This for me. Liked and shared"
"531","Wow THAT truly delightful"
"532","Oh THIS please :-)"
"533","Definitely this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"534","THIS tropical dress"
"535","This!!!"
"536","This tropical dress"
"537","Beautiful would love the Dandelion Dress<ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"538","I prefer THIS tropical dress   
 #WINIT"
"539","THAT plzzzzzzzz <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"540","Would love the dandelion dress. It's beautiful. Xx"
"541","THIS is gorgeous! Love the colour x"
"542","This #winit lovely for sunny days"
"543","THIS tropical dress!"
"544","#WINIT #THIS, though I do love them both. <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>X"
"545","That xx"
"546","This xx"
"547","Love THIS x"
"548","Love THAT dandelion dress!"
"549","This tropical dress please <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> need a new summer dress!"
"550","THIS -definitely. Great for a walk on the prom."
"551","Love the tropical dress."
"552","THIS tropical dress"
"553","This!!"
"554","THAT is gorgeous! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"555","That.  Just fabulous"
"556","This please x"
"557","This! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"558","THIS - both are lovely though"
"559","THIS 
Loved and sharedx"
"560","That please"
"561","This please <U+2764>"
"562","This <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"563","Love THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"564","'This'pretty please <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"565","That <U+2764><U+FE0F>"
"566","THIS shorter version dress ;)"
"567","THAT dandelion dress please!"
"568","THIS tropical dress please :)"
"569","That stunning"
"570","THIS please"
"571","Love THIS ! X"
"572","That :-)"
"573","This <ed><U+00A0><U+00BD><ed><U+00B8><U+009D> x"
"574","This tropical dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"575","<ed><U+00A0><U+00BD><ed><U+00B2><U+0097> this tropical print dress #WINIT"
"576","THAT is gorgeous!!! Xx"
"577","THIS fab for my summer hols x"
"578","THAT Dandelion dress for me pretty please :-)"
"579","#this tropical dress #oasisfashion"
"580","<ed><U+00A0><U+00BD><ed><U+00B2><U+009C><U+2764>that xxx"
"581","<3 THIS #WINIT"
"582","Definitely THIS!"
"583","THAT :)"
"584","THIS!"
"585","This is cute x"
"586","<3 THAT <3 Dandelion Dress :D Gorgeous x Liked and Shared"
"587","This is my perfect dress :)"
"588","Love THAT xxx"
"589","THIS tropical dress <3"
"590","THAT is so pretty for daytime or evening."
"591","This tropical dress please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"592","Would love the Tropical dress <ed><U+00A0><U+00BC><ed><U+00BC><U+00B4> <ed><U+00A0><U+00BC><ed><U+00BF><U+0096>"
"593","I like that."
"594","This<ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"595","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"596","THAT please"
"597","THAT dandelion dress is awesome <U+2764>"
"598","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"599","This tropical dress"
"600","This tropical dress"
"601","THIS please."
"602","This! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"603","THIS.  #winit"
"604","This please xxx"
"605","THIS tropical dress <3"
"606","THIS XXX"
"607","THIS dress, gorgeous <3"
"608","love this #winit"
"609","THIS XX"
"610","This tropical dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"611","THAT dandelion dress, because I prefer the length."
"612","DANDELION DRESS."
"613","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"614","That dandelion dress!"
"615","Love THIS tropical dress!"
"616","THIS is it!!"
"617","THIS!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"618","That, tis gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"619","This tropical dress <U+2764><U+FE0F>"
"620","That!"
"621","Love THAT!"
"622","THIS #WINIT"
"623","That! X"
"624","This would be lovely"
"625","That - better for a curvy figure"
"626","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"627","That dandelion dress <U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"628","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"629","That Dandelion Dress"
"630","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"631","That dress, love the pattern"
"632","THAT for me..."
"633","This! Perfect for my holiday to Croatia!"
"634","THAT dandelion dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> please"
"635","That dandelion dress!"
"636","That dandelion dress fantastic prize to win"
"637","This is lovely xx"
"638","Definitely this! X"
"639","THAT <3"
"640","THIS  <3"
"641","That Dandelion dress,pretty"
"642","THIS !!! wowzers!! <U+2764><U+FE0F>"
"643","THAT!"
"644","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"645","THIS topical dress please"
"646","THIS tropical dress"
"647","This please!!"
"648","Would love the dandelion dress<ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"649","I love This xx"
"650","THIS tropical dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
