"","x"
"208","That please, I've been looking for something just like that, love the colour.  Would be a great holiday bag."
"209","THAT, I would get so much more use from a bag this size x"
"210","THAT amazing tote please <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> JJayne Alison Trett"
"211","That tote would be amazing to take to college as well <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"212","THAT popping out tote. WIN <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> KKate EdingtonXx"
"213","Win THIS please.I love a clutch bag.Liked and shared thanks"
"214","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009D>"
"215","This going out clutch it's fab!!! <3"
"216","THAT, I have soooo much I need in my handbag!"
"217","THIS. Perfect for my nieces christening coming up."
"218","THAT.I need handles,lol x"
"219","Has to be THAT the tote for me.So stylish,I love it x"
"220","Love THAT popping out tote! Me all over <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it's gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"221","THAT tote. You can never have too many totes."
"222","That xxx"
"223","That! You can never have a bag that's too big!"
"224","THAT #WINIT"
"225","THAT please.  Nice and roomy just how I like bags <U+2665>"
"226","THAT is gorgeous.  Fingers crossed #win"
"227","That. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"228","That tote! #winit"
"229","THIS please x x"
"230","Love THAT <U+2764> lovely roomy and stylish bag. Coveting muchly<ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"231","THIS x"
"232","that :D perfect for my belated honeymoon to london :D :D"
"233","THAT popping out tote is gorge!!! Would love to win <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"234","THIS would look great in my bag collection. X"
"235","Love that popping out tote"
"236","THAT gorgeous tote."
"237","THAT, can use for day and night its brilliant"
"238","That <U+2764> fabulous prize,would love to win <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"239","THAT <U+2764><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><U+2764> xx"
"240","THAT would be perfect <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"241","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"242","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"243","That is classy"
"244","That! I  am a mum lol"
"245","that please as I prefer that type of bag to clutch bags"
"246","#this another reason to go out xx"
"247","THAT <U+2764><U+FE0F>"
"248","That - i wouldn't even fit my car keys in this <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"249","THAT stunning bag!"
"250","THAT please"
"251","THAT! would love a new everyday bag"
"252","THAT for my kitchen sink <ed><U+00A0><U+00BD><ed><U+00B9><U+0088><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>"
"253","THAT please"
"254","Clutch <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"255","That! Perfect for a day or night out x"
"256","This just because..."
"257","That is lovely"
"258","That <ed><U+00A0><U+00BD><ed><U+00B1><U+0080><U+2764><U+FE0F><U+2764><U+FE0F>"
"259","That popping out tote is to die for <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> it!"
"260","That!!! <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"261","That Tote <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"262","THAT please"
"263","Love that tote bag"
"264","THAT is the perfect tote!"
"265","Tote. Love it"
"266","That <ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"267","This for sure wow love me some sparkle! #THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"268","That! #winit I need a big bag to fill! X"
"269","That! Love it"
"270","That tote bag please"
"271","THAT,"
"272","THAT need it for all my stuff"
"273","I love <U+2764><U+FE0F> THAT <U+2764><U+FE0F>"
"274","THAT! I love a tote! Especially in grey <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #love"
"275","That :)"
"276","THAT PLEASE !"
"277","I love #THAT popping out tote its the perfect size."
"278","That x"
"279","THAT popping out tote please"
"280","THAT #WINIT  <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>love it"
"281","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"282","THIS bag i have a shortage of small going out bags"
"283","This beautiful x"
"284","That!!!"
"285","THAT it's a fab bag <U+2764><U+FE0F>"
"286","THAT fabulous bag x"
"287","THAT please,xx"
"288","That please. Can never have enough big bags! <U+263A>"
"289","In love with THAT."
"290","THAT one for me if I win <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"291","THAT #WINIT - love the colour so versatile thanks"
"292","THAT popping out tote <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"293","THAT popping out tote"
"294","This but that is more practical"
"295","THAT<3"
"296","THAT popping out tote for me please!"
"297","THIS - love the clutch!"
"298","THIS going out clutch <ed><U+00A0><U+00BD><ed><U+00B1><U+009B> <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"299","This, love it x"
"300","THIS<ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"301","THAT #WINIT"
"302","Ah the choices... Love That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"303","THAT
<U+2764><U+FE0F> totes"
"304","defo THAT <U+2665><U+2665><U+2665><U+2665><U+2665><U+2665>"
"305","I prefer THAT popping out tote <ed><U+00A0><U+00BD><ed><U+00B1><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"306","That popping out tote for sure! <ed><U+00A0><U+00BD><ed><U+00B1><U+009C> <ed><U+00A0><U+00BD><ed><U+00B2><U+0081> #WINIT"
"307","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"308","That please would match my new boots"
"309","Ooooooh would love to win THAT popping out tote!"
"310","THAT.....lovely tote bag!"
"311","It has to be THIS going out out clutch x"
"312","THAT to fit all my junk in and still look stylish <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"313","THAT popping out tote. <U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><U+2764>"
"314","Love THIS"
"315","THAT for me"
"316","That. Perfect for work or out shopping."
"317","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"318","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"319","THAT tote is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"320","<U+2764> THAT. Think of all the things you could fit in it!"
"321","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"322","That <U+2764><U+2764><U+2764>"
"323","THAT <U+2764><U+FE0F><U+2764><U+FE0F>"
"324","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"325","That tote <ed><U+00A0><U+00BD><ed><U+00B1><U+009C> is gorge <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"326","That :)"
"327","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+0088>"
"328","That please"
"329","I would absolutely love to win THAT bag <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> xx"
"330","'That' is exactly what I'm after! Love it <3"
"331","THAT, totally tote!"
"332","Love THAT popping out tote  <U+2661>
#WINIT"
"333","THAT please x"
"334","Definitely THAT"
"335","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"336","That for sure"
"337","#THAT is lovely. #WINIT"
"338","I like THAT, I do like a big bag!"
"339","THAT tote definitely! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> Beautiful."
"340","<U+2764><U+FE0F> that <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"341","THAT love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"342","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"343","THAT tote please! #WINIT"
"344","Love THAT"
"345","This Clutch<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"346","That please! Love the tote x"
"347","Oh THIS!!!  beautiful bag x"
"348","That! Big bags ftw!"
"349","THAT tote! #WINIT"
"350","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> is amazing!! I never win anything. please pick me :)"
"351","That- definitely! Far more room for .....well...stuff!!!"
"352","THAT <3"
"353","That - love it"
"354","This ! Perfect for summer wedding xx"
"355","THAT tote, looks fab x"
"356","THAT bag for me when your a mum"
"357","I love THAT bag x"
"358","THAT :-)"
"359","<3 This <3"
"360","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+00BC>"
"361","That <U+2764><U+FE0F>"
"362","That, so useful to go with everything <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"363","THAT!"
"364","THAT! <ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"365","T h a t"
"366","THAT! Would fit loads in.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"367","I love the THAT Popping Out Tote :)"
"368","THAT tote is gorgeous"
"369","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> <ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"370","TOTE for sure! by a mile  :-)"
"371","That popping out tote xx <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"372","I love that, need a tote for all my bits! X"
"373","This clutch"
"374","That."
"375","That<ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"376","<ed><U+00A0><U+00BD><ed><U+00B8><U+008D> THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"377","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"378","That! #winit"
"379","THAT popping out Tote! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"380","That for me please x"
"381","That the tote x"
"382","THAT   What a great bag."
"383","Oooooo!! #that <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"384","Love  that <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"385","That <U+2764><U+2764><U+2764>"
"386","I love THAT grey is my favourite colour love big bags <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"387","This is stylish. I think my wife would prefer this"
"388","That."
"389","That x"
"390","THAT please"
"391","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"392","THIS going out clutch"
"393","THAT grey bag is lovely! Love Oasis <U+2764><U+2764><U+2764>"
"394","THAT please, it's gorgeous."
"395","THAT tote! <ed><U+00A0><U+00BD><ed><U+00B1><U+009C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C> Would fit all my stuff in! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> #WINIT"
"396","I LOVE THAT!"
"397","That!"
"398","THAT!"
"399","THAT would be lovely please :-)"
"400","THAT Tote please <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"401","#that xxx"
"402","Love that popping out tote <ed><U+00A0><U+00BD><ed><U+00B1><U+009C>"
"403","That please!"
"404","That perfect for work yrs please <U+2764><U+FE0F>"
"405","That <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"406","THAT x"
"407","That <ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080> xx"
"408","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"409","That <3"
"410","THAT popping out tote would be perfect for work!"
"411","That Tote is fab"
"412","THAT :)"
"413","THAT tote!"
"414","That :)"
"415","THAT

I love that tote! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"416","A bit of 'that' for me please :)"
"417","THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"418","THAT <3   A girl can NEVER have enough tote bags  :-)"
"419","THAT is my favourite #WINIT"
"420","THIS is fab."
"421","Oooh, love THAT! #winit"
"422","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"423","THAT Please . Fab giveaway <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"424","This please"
"425","That! ;)"
"426","THAT popping out tote"
"427","That is perfect <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"428","THAT popping out tote"
"429","This!"
"430","This."
"431","THAT would be perfect"
"432","Definitely THAT .... as a busy mum of 2 it juts makes more sense <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"433","That -beautiful!"
"434","That popping out tote #WINIT"
"435","THAT tote is lovely. Xx"
"436","THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"437","THAT please"
"438","THAT tote is truely tote -astic! love it!!"
"439","THAT is right up my street.... pretty please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"440","Love THAT!!"
"441","THAT."
"442","That!!! Pretty please<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"443","That x"
"444","That would be great for my holiday xx"
"445","That! <U+2764>"
"446","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"447","Loving THAT gorgeous tote <ed><U+00A0><U+00BD><ed><U+00B1><U+009C> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F><U+2764><U+FE0F>"
"448","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"449","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"450","This x"
"451","THAT!"
"452","This please"
"453","That, the bigger the better!"
"454","THAT is lovely!"
"455","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"456","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"457","THAT.  Tote every time."
"458","That <3"
"459","THAT!"
"460","That tote"
"461","THAT is my favourite"
"462","That tote! Because I carry a lot of stuff!"
"463","THAT tote is amazing. Amazing colour."
"464","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"465","THAT Please"
"466","That #WINIT"
"467","Love the tote."
"468","That!!! <3"
"469","This please! X"
"470","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"471","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"472","THAT popping out tote - lovely bag xx"
"473","THAT is lovely #WIN"
"474","THAT popping out tote! #WINIT"
"475","Both lovely bags but THAT would be more useful to me"
"476","THAT. - gorgeous bag, I would love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"477","THAT!"
"478","That!"
"479","That please <U+2764>  love it <U+2764>"
"480","That <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"481","that .. I need to fill a bag with junk lol"
"482","That - would be amazing as a new work bag...."
"483","That. Looks beautiful and would love it"
"484","love THAT"
"485","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+0097>"
"486","THAT my new bag <U+2764>"
"487","That <U+2764><U+2764><U+2764>"
"488","That tote <U+2764>"
"489","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"490","THIS #WINIT"
"491","That please"
"492","Tote <ed><U+00A0><U+00BD><ed><U+00B1><U+009C>!! <U+2615><U+FE0F>"
"493","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"494","This!
Fingers crossed <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"495","THAT absolutely love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>! #WINIT"
